X,Y,OGF_ID,MOH_SERVICE_PROVIDER_IDENT,SERVICE_TYPE,SERVICE_TYPE_DETAIL,ENGLISH_NAME,FRENCH_NAME,ENGLISH_NAME_ALT,FRENCH_NAME_ALT,ADDRESS_LINE_1,ADDRESS_LINE_2,ADDRESS_DESCRIPTOR,COMMUNITY,POSTAL_CODE,GEOMETRY_UPDATE_DATETIME,EFFECTIVE_DATETIME,SYSTEM_DATETIME,OBJECTID
-79.1222447,43.2272355,319878572,4164,Community Support Services,,Pleasant Manor Retirement Village,,Niagara-On-The-Lake Pleasant Manor,,15 Elden Street,,,Niagara-On-The-Lake,L0S1T0,2024/06/25 13:34:36+00,2024/06/25 11:41:05+00,2024/06/25 21:54:59+00,2110593
-79.3985216,43.6525084,319878033,3681,Licensed Lab and Specimen Collection Centre Locations,Licensed Specimen Collection Centre Location,Dynacare,,,,280 Spadina Avenue,,Practice Address,Toronto,M5T3A5,2024/06/25 13:37:49+00,2024/06/25 11:39:48+00,2024/06/25 21:54:59+00,2110609
-77.596558,44.1164655,319882944,4993143,Integrated Community Health Services Centre,Ophthalmic Ultrasound,Kevin Lachapelle Medicine Professional Corporation,,,,1 Frankford Crescent,,,Trenton,K8V6H8,2024/06/25 13:35:49+00,2024/06/25 11:50:44+00,2024/06/25 21:54:59+00,2110625
-81.2360881,42.9843626,319877778,3315,Mental Health and Addiction Organization,Addiction Services and Mental Health Services,Mission Services of London,,,,459 York Street,,Practice Location,London,N6B1R3,2024/06/25 13:37:58+00,2024/06/25 11:39:14+00,2024/06/25 21:54:59+00,2110641
-79.7326875,43.4817935,319888280,T0557,Licenced Retirement Home,,V!VA Oakville Retirement Community,,,,1 Sixteen Mile Drive,,,Oakville,L6M1P3,2024/06/25 13:35:00+00,2024/06/25 12:04:25+00,2024/06/25 21:54:59+00,2110657
-79.4802755,44.0599303,319881121,1438153,Pharmacy,Retail Pharmacy,Total Health Pharmacy #125,,,,17725 Yonge Street,,,Newmarket,L3Y7C1,2024/06/25 13:34:09+00,2024/06/25 11:46:52+00,2024/06/25 21:54:59+00,2110673
-79.7060861,43.5593038,319882042,3413583,Integrated Community Health Services Centre,Positron Emission Tomography,MyHealth Centre,,,,2300 Eglinton Avenue West,,,Mississauga,L5M2V8,2024/06/25 13:37:34+00,2024/06/25 11:48:53+00,2024/06/25 21:54:59+00,2110689
-89.2563829,48.4434942,319879839,15322,Mental Health and Addiction Organization,Mental Health Services,Alpha Court Non-Profit Housing Inc.,,,,270 Windsor Street,c/o Boys & Girls Club of Thunder Bay,Practice Location,Thunder Bay,P7B1V5,2024/06/25 13:36:18+00,2024/06/25 11:44:00+00,2024/06/25 21:54:59+00,2110705
-79.6255655,43.5876334,319885283,7983319,Pharmacy,Retail Pharmacy,Fairview Medical Pharmacy,,,,3355 Hurontario Street,12,,Mississauga,L5A4E7,2024/06/25 13:33:32+00,2024/06/25 11:55:41+00,2024/06/25 21:54:59+00,2110721
-79.6929191,47.4950498,319876670,106,Indigenous Primary Health Care Organization,Site,Temiskaming Native WomenÕs Support Group,,,,421 Shepherdson Road,,,New Liskeard,P0J1P0,2024/06/25 13:38:07+00,2024/06/25 11:36:41+00,2024/06/25 21:54:59+00,2110737
-78.8791958,43.8901314,319876821,465,Community Support Services,,Community Care Durham,,Oshawa Community Care,,419 King Street West,Suite 605,,Oshawa,L1J2K5,2024/06/25 13:38:02+00,2024/06/25 11:37:02+00,2024/06/25 21:54:59+00,2110753
-79.3554366,43.6871174,319885693,8430156,Pharmacy,Retail Pharmacy,Broadview North Pharmacy,,,,1123 Broadview Ave,,,East York,M4K2S6,2024/06/25 13:35:24+00,2024/06/25 11:56:33+00,2024/06/25 21:54:59+00,2110769
-79.1523197,43.7979254,319884599,7116113,Pharmacy,Retail Pharmacy,Shoppers Drug Mart #1399,,,,91 Rylander Boulevard,,,Scarborough,M1B5M5,2024/06/25 13:37:14+00,2024/06/25 11:54:05+00,2024/06/25 21:54:59+00,2110785
-79.3302006,43.6819904,319881718,2813398,Pharmacy,Retail Pharmacy,New Day Danforth Pharmacy Inc,,,,1288 Danforth Ave,,,Toronto,M4J1M6,2024/06/25 13:35:58+00,2024/06/25 11:48:12+00,2024/06/25 21:54:59+00,2110801
-79.7117535,43.5994934,319883753,6052558,Pharmacy,Retail Pharmacy,Rexall,,,,6045 Creditview Road,F001,,Mississauga,L5V2A8,2024/06/25 13:33:48+00,2024/06/25 11:52:23+00,2024/06/25 21:54:59+00,2110817
-80.3140808,42.8347696,319879530,8040,Hospital,Corporation,Norfolk General Hospital,,Norfolk General Hospital,,365 West Street,,,Simcoe,N3Y1T8,2024/06/25 13:34:22+00,2024/06/25 11:43:19+00,2024/06/25 21:54:59+00,2110833
-79.3897202,43.6576884,319879697,9760,Hospital,Corporation,Sinai Health System - Mount Sinai,,Sinai Health System,,600 University Avenue,,,Toronto,M5G1X5,2024/06/25 13:36:21+00,2024/06/25 11:43:39+00,2024/06/25 21:54:59+00,2110849
-75.9019578,45.3098512,319878896,4393,Long-Term Care Home,For-Profit,Garden Terrace,,,,100 Aird Place,,,Kanata,K2L4H8,2024/06/25 13:36:33+00,2024/06/25 11:41:55+00,2024/06/25 21:54:59+00,2110865
-82.3721647,42.9783217,319887041,9769734,Pharmacy,Long Term Care Facility,Marshal (Dr.) Gowland Manor,,,,1000 London Road,,,Sarnia,N7S1N7,2024/06/25 13:35:10+00,2024/06/25 12:00:07+00,2024/06/25 21:54:59+00,2110881
-78.2909759,43.9475253,319887283,9000000103,Seniors Active Living Centre,,Ruth Clarke Activity Centre,,,,81 Mill Street South,,,Port Hope,L1A2S8,2024/06/25 13:36:52+00,2024/06/25 12:01:06+00,2024/06/25 21:54:59+00,2110897
-75.6039687,45.4371299,319883395,5567317,Pharmacy,Retail Pharmacy,Shoppers Drug Mart #637,,,,2012 Ogilrie Road,,,Gloucester,K1J7N9,2024/06/25 13:37:23+00,2024/06/25 11:51:38+00,2024/06/25 21:54:59+00,2110913
-77.474846,46.0907849,319876613,51,Family Health Team,Site,North Renfrew Family Health Team,,,,117 Banting Drive,,,Deep River,K0J1P0,2024/06/25 13:38:08+00,2024/06/25 11:36:32+00,2024/06/25 21:54:59+00,2110929
-80.3764273,43.7053845,319879569,8752,Mental Health and Addiction Organization,Addiction Services and Mental Health Services,Homewood Health Centre Inc.,,,,160 Street . David Street South,,Practice Location,Fergus,N1M2L3,2024/06/25 13:36:25+00,2024/06/25 11:43:23+00,2024/06/25 21:54:59+00,2110945
-79.5114996,43.8544454,319881381,2078030,Pharmacy,Retail Pharmacy,The Medicine Shoppe Pharmacy,,,,9983 Keele Street,,,Maple,L6A3Y5,2024/06/25 13:34:05+00,2024/06/25 11:47:26+00,2024/06/25 21:54:59+00,2110961
-79.1235007,43.2268615,319882274,3861093,Pharmacy,Long Term Care Facility,Pleasant Manor Retirement Vill,,,,1743 Four Mile Creek Road,,,Virgil,L0S1T0,2024/06/25 13:37:28+00,2024/06/25 11:49:24+00,2024/06/25 21:54:59+00,2110977
-79.4358226,43.7370724,319880971,1249893,Pharmacy,Retail Pharmacy,Bathurst-Wilson Pharmacy,,,,322 Wilson Ave,,,Downsview,M3H1S8,2024/06/25 13:37:39+00,2024/06/25 11:46:32+00,2024/06/25 21:54:59+00,2110993
-81.2159606,42.9598216,319882417,4123551,Integrated Community Health Services Centre,"Mobile Radiography, Mobile General Ultrasound, Mobile Vascular Ultrasound",Westminster Mobile Medical Imaging Inc.,,,,320 Adelaide Street South,,,London,N5Z3L2,2024/06/25 13:33:59+00,2024/06/25 11:49:42+00,2024/06/25 21:54:59+00,2111009
-82.378651,49.4034867,319880386,112915,Pharmacy,Retail Pharmacy,Wal-Mart Pharmacy,,,,350 Government Road,,,Kapuskasing,P5N2X7,2024/06/25 13:36:14+00,2024/06/25 11:45:14+00,2024/06/25 21:54:59+00,2111025
-79.2682876,43.7684984,319882494,4234518,Pharmacy,Retail Pharmacy,Midland Pharmacy,,,,1207 Ellesmere Road,,,Scarborough,M1P2X4,2024/06/25 13:33:58+00,2024/06/25 11:49:53+00,2024/06/25 21:54:59+00,2111041
-79.4033123,43.6573192,319876575,0,Hospital,Corporation,Kensington Eye Institute,,Kensington Eye Institute,,340 College Street,,,Toronto,M5T3A9,2024/06/25 13:36:44+00,2024/06/25 11:36:27+00,2024/06/25 21:54:59+00,2111057
-79.2634917,43.1692355,319882321,3971278,Pharmacy,Retail Pharmacy,Ontario Street Pharmacy,,,,318 Ontario Street,E,,St. Catharines,L2R5L8,2024/06/25 13:34:02+00,2024/06/25 11:49:30+00,2024/06/25 21:54:59+00,2111073
-75.7681247,45.259616,319884170,6579277,Pharmacy,Retail Pharmacy,Lmc Pharmacy - Ottawa,,,,4100 Street randherd Dr,208,,Nepean,K2J0V2,2024/06/25 13:35:41+00,2024/06/25 11:53:13+00,2024/06/25 21:54:59+00,2111089
-78.7419328,44.3545493,319887450,9000000246,Seniors Active Living Centre,,City of Kawartha Lakes (Lindsay Older Adult Centre),,,,210 Kent Street West,,,Lindsay,K9V2Y8,2024/06/25 13:36:49+00,2024/06/25 12:01:35+00,2024/06/25 21:54:59+00,2111105
-80.9332318,46.523043,319887747,N0499,Licenced Retirement Home,,Lasalle Residence for Seniors,,,,1758 LaSalle Boulevard,,,Sudbury,P3A5W4,2024/06/25 13:33:13+00,2024/06/25 12:02:33+00,2024/06/25 21:54:59+00,2111121
-79.3329486,43.8119674,319885042,7641037,Pharmacy,Retail Pharmacy,Huntsmill Park Pharmacy,,,,21 Glendinning Ave,,,Scarborough,M1W3W2,2024/06/25 13:33:38+00,2024/06/25 11:55:09+00,2024/06/25 21:54:59+00,2111137
-78.3213179,44.3045393,319878317,4005,Community Support Services,,Alzheimer Society Of Peterborough Haliburton & Northumberland,,Peterborough Alzheimer Society,,183 Simcoe Street,,,Peterborough,K9H2H6,2024/06/25 13:34:43+00,2024/06/25 11:40:27+00,2024/06/25 21:54:59+00,2111153
-79.5025696,43.1754495,319887906,S0208,Licenced Retirement Home,,Jah-Jireh Seniors Ministry Association,,,,4505 Thirty Road,Rural Route 3,,Beamsville,L3J1V7,2024/06/25 13:33:12+00,2024/06/25 12:03:04+00,2024/06/25 21:54:59+00,2111169
-79.7086034,44.3418483,319882813,4759719,Pharmacy,Long Term Care Facility,Roberta Place,,,,503 Essa Road,,,Barrie,L4N9E4,2024/06/25 13:35:51+00,2024/06/25 11:50:30+00,2024/06/25 21:54:59+00,2111185
-79.8120296,43.3313747,319876925,1156,Long-Term Care Home,For-Profit,Wellington Park Care Centre,,,,802 Hager Avenue,,,Burlington,L7S1X2,2024/06/25 13:38:00+00,2024/06/25 11:37:15+00,2024/06/25 21:54:59+00,2111201
-79.2542267,43.7004724,319888151,T0180,Licenced Retirement Home,,Retirement Suites by the Lake,,,,2121 Kingston Road,,,Toronto,M1N1T5,2024/06/25 13:35:03+00,2024/06/25 12:03:57+00,2024/06/25 21:54:59+00,2111217
-79.8648215,43.5026105,319884745,7281871,Pharmacy,Retail Pharmacy,Santa Maria Pharmacy,,,,604 Santa Maria Boulevard,,,Milton,L9T9L7,2024/06/25 13:37:12+00,2024/06/25 11:54:25+00,2024/06/25 21:54:59+00,2111233
-79.3896464,45.7711671,319881804,2996137,Pharmacy,Retail Pharmacy,Sundridge Pharmacy,,,,107 Main Street,,,Sundridge,P0A1Z0,2024/06/25 13:35:57+00,2024/06/25 11:48:23+00,2024/06/25 21:54:59+00,2111249
-82.6161427,42.0513179,319885155,7801998,Pharmacy,Retail Pharmacy,Rexall,,,,197 Talbot Street,204,,Leamington,N8H1N8,2024/06/25 13:33:35+00,2024/06/25 11:55:27+00,2024/06/25 21:54:59+00,2111265
-76.9474733,44.2490272,319878774,4304,Community Support Services,,Hospice Lennox & Addington,,Greater Napanee Hospice Lennox,,91 B Dundas Street East,Postal Office Box 531,,Greater Napanee,K7R1J1,2024/06/25 13:36:35+00,2024/06/25 11:41:35+00,2024/06/25 21:54:59+00,2111281
-79.3980366,43.8416884,319881426,2171795,Pharmacy,Retail Pharmacy,Austin Pharmacy Richmond Hill,,,,350 Highway 7 E,107,,Richmond Hill,L4B3N2,2024/06/25 13:34:03+00,2024/06/25 11:47:33+00,2024/06/25 21:54:59+00,2111297
-79.9200537,43.2401141,319879000,4463,Long-Term Care Home,Non-Profit,St. Peter's Residence at Chedoke,,,,125 Redfern Avenue,,,Hamilton,L9C7W9,2024/06/25 13:36:30+00,2024/06/25 11:42:11+00,2024/06/25 21:54:59+00,2111313
-79.6804155,44.3479483,319884396,6867919,Pharmacy,Retail Pharmacy,Lmc Pharmacy-Barrie,,,,370 Bayview Dr,110,,Barrie,L4N8Y2,2024/06/25 13:35:34+00,2024/06/25 11:53:40+00,2024/06/25 21:54:59+00,2111329
-94.4913311,49.7713955,319876700,121,Indigenous Primary Health Care Organization,Site,Kenora Chiefs Advisory,,,,240 Veterans Drive,"3rd Floor, Postal Office Box 349",,Kenora,P9N3X1,2024/06/25 13:38:04+00,2024/06/25 11:36:44+00,2024/06/25 21:54:59+00,2111345
-77.0543033,44.1964862,319885588,8312391,Pharmacy,Retail Pharmacy,Deseronto Pharmacy,,,,236 Dundas Street,,,Deseronto,K0K1X0,2024/06/25 13:35:24+00,2024/06/25 11:56:21+00,2024/06/25 21:54:59+00,2111361
-79.4333555,44.6226992,319886232,9029516,Pharmacy,Retail Pharmacy,Fittons Pharmacy,,,,425 West Street  N,20,,Orillia,L3V7R2,2024/06/25 13:36:56+00,2024/06/25 11:57:49+00,2024/06/25 21:54:59+00,2111377
-79.7215885,43.5531244,319883594,5848292,Pharmacy,Long Term Care Facility,The Village Of Erin Meadows,,,,2930 Erin Centre Boulevard,,,Mississauga,L5M7M4,2024/06/25 13:37:17+00,2024/06/25 11:52:03+00,2024/06/25 21:54:59+00,2111393
-79.5560256,43.6751084,319881585,2528919,Pharmacy,Retail Pharmacy,Shoppers Drug Mart #893,,,,201 Lloyd Manor Road,,,Etobicoke,M9B6H6,2024/06/25 13:36:03+00,2024/06/25 11:47:55+00,2024/06/25 21:54:59+00,2111409
-79.6719201,47.5089288,319886425,9181413,Pharmacy,Retail Pharmacy,Northern Drugs,,,,14 Armstrong Street  N,,,New Liskeard,P0J1P0,2024/06/25 13:33:27+00,2024/06/25 11:58:29+00,2024/06/25 21:54:59+00,2111425
-79.3694946,43.6544074,319880082,30592,Mental Health and Addiction Organization,Addiction Services,South Riverdale Community Health Centre,,,,134 Sherbourne Street,,Practice Location,Toronto,M5A1S4,2024/06/25 13:34:16+00,2024/06/25 11:44:34+00,2024/06/25 21:54:59+00,2111441
-89.2483619,48.4107712,319879193,4645,Community Support Services,,Gull Bay First Nation,,Thunder Bay Gull Bay First Nation,,577 11th Avenue,2nd Floor,,Thunder Bay,P7B2R5,2024/06/25 13:34:31+00,2024/06/25 11:42:35+00,2024/06/25 21:54:59+00,2111457
-80.950384,44.5738813,319879079,4519,Community Support Services,,The Governing Council Of The Salvation Army In Canada - Owen Sound,,Owen Sound Salvation Army In Canada,,365 14th Street West,Postal Office Box 395,,Owen Sound,N4K5P7,2024/06/25 13:36:27+00,2024/06/25 11:42:21+00,2024/06/25 21:54:59+00,2111473
-79.0375047,44.3458915000001,319877029,1619,Long-Term Care Home,For-Profit,Bon Air Long Term Care Residence,,,,131 Laidlaw Street South,,,Cannington,L0E1E0,2024/06/25 13:34:56+00,2024/06/25 11:37:29+00,2024/06/25 21:54:59+00,2111489
-80.4902803,43.3828075,319884863,7437393,Pharmacy,Retail Pharmacy,Huron Crossing Pharmasave,,,,1415 Huron Road,207,,Kitchener,N2R0L3,2024/06/25 13:37:07+00,2024/06/25 11:54:39+00,2024/06/25 21:54:59+00,2111505
-78.3271532,44.3030857,319882620,4441238,Integrated Community Health Services Centre,"Nuclear Medicine - In Vivo - General, Nuclear Medicine - In Vivo - SPECT",Kawartha Diagnostic Imaging,,,,327 Charlotte Street,,,Peterborough,K9J0B2,2024/06/25 13:33:56+00,2024/06/25 11:50:07+00,2024/06/25 21:54:59+00,2111521
-81.2542101,42.9814716,319887548,AB0591,HIV/AIDS and Hep C Programs,HIV POC Testing,Middlesex-London Health Unit,,,,50 King Street,,Practice Location,London,N6A5L7,2024/06/25 13:36:46+00,2024/06/25 12:01:54+00,2024/06/25 21:54:59+00,2111537
-94.4905961,49.7672695,319880866,1080350,Pharmacy,Retail Pharmacy,Johnson'S Pharmacy,,,,116 Main Street  S,,,Kenora,P9N1S9,2024/06/25 13:37:42+00,2024/06/25 11:46:20+00,2024/06/25 21:54:59+00,2111553
-80.9538315,46.5220541,319880584,477482,Integrated Community Health Services Centre,"Bone Mineral DXA, Radiography",MyHealth Centre,,,,1122 Lasalle Boulevard,,,Sudbury,P3A1Y4,2024/06/25 13:36:08+00,2024/06/25 11:45:42+00,2024/06/25 21:54:59+00,2111569
-80.4981133,43.4102165,319887050,9827333,Pharmacy,Long Term Care Facility,The Village Of Winston Park,,,,695 Block Line,,,Kitchener,N2E3K1,2024/06/25 13:35:11+00,2024/06/25 12:00:09+00,2024/06/25 21:54:59+00,2111585
-79.4038316,43.7071824,319887270,9000000095,Seniors Active Living Centre,,Second Mile Club - Orchard View Recreation Centre,,,,174 Orchard View Boulevard,,,Toronto,M4R1C3,2024/06/25 13:36:52+00,2024/06/25 12:01:03+00,2024/06/25 21:54:59+00,2111601
-79.0446377,43.8771204,319883377,5548197,Pharmacy,Long Term Care Facility,Winbourne Park,,,,1028 Westney Road,,,Ajax,L1S4S7,2024/06/25 13:37:22+00,2024/06/25 11:51:36+00,2024/06/25 21:54:59+00,2111617
-81.2852291,42.9667806,319877874,3454,Licensed Lab and Specimen Collection Centre Locations,Licensed Specimen Collection Centre Location,LifeLabs,,,,460 Springbank Drive,,Practice Address,London,N6J0A8,2024/06/25 13:37:56+00,2024/06/25 11:39:28+00,2024/06/25 21:54:59+00,2111633
-83.0269946,42.3077318,319879161,4610,Community Support Services,,The Canadian Hearing Society - Windsor Region,,Windsor The Canadian Hearing Soc,,300 Giles Boulevard East,Unit A3,,Windsor,N9A4C4,2024/06/25 13:36:27+00,2024/06/25 11:42:31+00,2024/06/25 21:54:59+00,2111649
-81.606792,42.6041087,319884260,6701517,Pharmacy,Retail Pharmacy,West Elgin Pharmacy,,,,229 Graham Road,,,West Lorne,N0L2P0,2024/06/25 13:35:37+00,2024/06/25 11:53:24+00,2024/06/25 21:54:59+00,2111665
-80.3096859,43.3533882,319877109,1901,Long-Term Care Home,For-Profit,peopleCare Hilltop Manor Cambridge,,,,42 Elliott Street,,,Cambridge,N1R2J2,2024/06/25 13:34:55+00,2024/06/25 11:37:38+00,2024/06/25 21:54:59+00,2111681
-82.3669417999999,42.5988837,319880181,31077,Mental Health and Addiction Organization,Addiction Services,Chatham-Kent Health Alliance,,,,325 Margaret Avenue,,Practice Location,Wallaceburg,N8A2A7,2024/06/25 13:34:14+00,2024/06/25 11:44:47+00,2024/06/25 21:54:59+00,2111697
-79.2877206,43.6807964,319884913,7488079,Pharmacy,Retail Pharmacy,Upper Beaches Pharmacy,,,,952 Kingston Road,102,,Toronto,M4E1S7,2024/06/25 13:37:08+00,2024/06/25 11:54:45+00,2024/06/25 21:54:59+00,2111713
-75.7363117,45.368206,319887612,N0140,Licenced Retirement Home,,Park Place Retirement Residence,,,,110 Central Park Drive,,,Ottawa,K2C4G3,2024/06/25 13:36:46+00,2024/06/25 12:02:07+00,2024/06/25 21:54:59+00,2111729
-79.5384316,43.6413904,319883455,5645395,Pharmacy,Retail Pharmacy,Andrew'S Pharmacy,,,,3832 Bloor Street West,,,Etobicoke,M9B1L1,2024/06/25 13:37:22+00,2024/06/25 11:51:46+00,2024/06/25 21:54:59+00,2111745
-79.8778745,43.4994035,319880664,680392,Pharmacy,Retail Pharmacy,Glen Eden Pharmacy,,,,400 Bronte Street  S,,,Milton,L9T0H7,2024/06/25 13:36:07+00,2024/06/25 11:45:52+00,2024/06/25 21:54:59+00,2111761
-81.1892011,42.7791547,319877509,2826,Mental Health and Addiction Organization,Mental Health Services,Canadian Mental Health Association (CMHA) Thames Valley Addiction and Mental Health Services,,,,655 Talbot Street,,Practice Location,St. Thomas,N5P1C9,2024/06/25 13:36:41+00,2024/06/25 11:38:38+00,2024/06/25 21:54:59+00,2111777
-79.7614842,43.7921092,319881350,2004864,Integrated Community Health Services Centre,Obs/Gyn Ultrasound,MyHealth Centre - Women's Health,,,,12050 Airport Road,,,Caledon,L7C2W1,2024/06/25 13:34:04+00,2024/06/25 11:47:22+00,2024/06/25 21:54:59+00,2111793
-78.3407479,44.2997793,319882253,3826051,Pharmacy,Allergen Supplier,Dr T Comerford,,,,707 Charlotte Street,,,Peterborough,K9J7B3,2024/06/25 13:37:28+00,2024/06/25 11:49:21+00,2024/06/25 21:54:59+00,2111809
-79.7149514,44.3570363,319880950,1226319,Pharmacy,Home for Special Care,Mccallum Residence,,,,185 Ferndale Drive S,,,Barrie,L4N6X8,2024/06/25 13:37:39+00,2024/06/25 11:46:29+00,2024/06/25 21:54:59+00,2111825
-79.3645576,43.6546754,319880345,100541,HIV/AIDS and Hep C Programs,CBAESP,MaggieÕs: Toronto Sex Workers Action Project,,,,526 Richmond Street East,"1st Floor, Postal Office Box 82527",Practice Location,Toronto,M5A1R3,2024/06/25 13:36:15+00,2024/06/25 11:45:10+00,2024/06/25 21:54:59+00,2111841
-80.4485773,43.4104385,319885927,8686479,Pharmacy,Retail Pharmacy,Kitchener Compounding Pharmacy,,,,148 Manitou Dr,101,,Kitchener,N2C1L3,2024/06/25 13:37:03+00,2024/06/25 11:57:01+00,2024/06/25 21:54:59+00,2111857
-79.6194595,44.3278673,319883832,6137995,Pharmacy,Retail Pharmacy,Pharma Plus #2139,,,,7975 Yonge Street,,,Innisfil,L9S1A8,2024/06/25 13:33:47+00,2024/06/25 11:52:33+00,2024/06/25 21:54:59+00,2111873
-80.0386822,45.3426232,319884138,6538375,Pharmacy,Long Term Care Facility,Belvedere Heights,,,,21 Belvedere Ave,,,Parry Sound,P2A2A2,2024/06/25 13:35:40+00,2024/06/25 11:53:09+00,2024/06/25 21:54:59+00,2111889
-78.8446778,43.8691624000001,319887376,9000000165,HIV/AIDS and Hep C Programs,"AT site, HIV POC Testing","Durham Region Health Department, 
Oshawa Sexual Health Clinic",,,,115 Grassmere Avenue,,Practice Location,Oshawa,L1H3X7,2024/06/25 13:36:50+00,2024/06/25 12:01:24+00,2024/06/25 21:54:59+00,2111905
-75.6491107,45.354433,319887717,N0452,Licenced Retirement Home,,The Waterford Retirement Community - Ottawa,,,,2431 Bank Street,,,Ottawa,K1V8R9,2024/06/25 13:33:15+00,2024/06/25 12:02:27+00,2024/06/25 21:54:59+00,2111921
-79.864996,47.8214708,319884995,7585419,Pharmacy,Long Term Care Facility,Northview Nursing Home,,,,7 River Road,,,Englehart,P0J1H0,2024/06/25 13:33:39+00,2024/06/25 11:54:59+00,2024/06/25 21:54:59+00,2111937
-81.2564271,42.9949356,319878288,3978,Licensed Lab and Specimen Collection Centre Locations,Licensed Specimen Collection Centre Location,Alpha Laboratories Inc.,,,,140 Oxford Street,Unit 104,Practice Address,London,N6A5R9,2024/06/25 13:34:42+00,2024/06/25 11:40:23+00,2024/06/25 21:54:59+00,2111953
-80.1048694999999,42.8865436,319887853,S0104,Licenced Retirement Home,,Leisure Living Retirement Home,,,,98 Talbot Street East,,,Jarvis,N0A1J0,2024/06/25 13:33:10+00,2024/06/25 12:02:54+00,2024/06/25 21:54:59+00,2111969
-79.3694316,43.7712484,319885801,8544916,Pharmacy,Retail Pharmacy,Main Drug Mart,,,,1100 Sheppard Avenue E,,,Toronto,M2K2W1,2024/06/25 13:35:20+00,2024/06/25 11:56:46+00,2024/06/25 21:54:59+00,2111985
-79.6826665,43.5227905,319884661,7192717,Pharmacy,Retail Pharmacy,Winston Churchill & Dundas Pha,,,,3018 Winston Churchill Boulevard,,,Mississauga,L5L2V7,2024/06/25 13:37:13+00,2024/06/25 11:54:14+00,2024/06/25 21:54:59+00,2112001
-79.7790035,43.7015944,319881794,2980233,Pharmacy,Retail Pharmacy,City Drug Mart,,,,110 Brickyard Way,,,Brampton,L6V4N1,2024/06/25 13:35:57+00,2024/06/25 11:48:22+00,2024/06/25 21:54:59+00,2112017
-81.026279,44.1526144,319883787,6085194,Pharmacy,Retail Pharmacy,Rexall #1669,,,,342 Tenth Street,,,Hanover,N4N1P4,2024/06/25 13:33:49+00,2024/06/25 11:52:27+00,2024/06/25 21:54:59+00,2112033
-82.7372237,42.0536819,319879975,21846,Mental Health and Addiction Organization,Addiction Services,Westover Treatment Centre,,,,1860 Division Road North,Kingsville Community Church,Practice Location,Kingsville,N9Y2Z1,2024/06/25 13:34:20+00,2024/06/25 11:44:19+00,2024/06/25 21:54:59+00,2112049
-82.3896237,42.9768707,319879730,11612,Mental Health and Addiction Organization,Addiction Services and Mental Health Services,Bluewater Health,,,,89 Norman Street,,Administration and Practice Location,Sarnia,N7T6S3,2024/06/25 13:36:22+00,2024/06/25 11:43:44+00,2024/06/25 21:54:59+00,2112065
-80.3439693,43.3987695,319878934,4423,Community Support Services,,Fairview Mennonite Home,,Cambridge Fairview Mennonite Home,,515 Langs Drive,,,Cambridge,N3H5E4,2024/06/25 13:36:31+00,2024/06/25 11:42:00+00,2024/06/25 21:54:59+00,2112081
-80.2824483,43.5405265,319884382,6852550,Pharmacy,Retail Pharmacy,Greengate Pharmacy,,,,170 Silvercreek Pky N,2,,Guelph,N1H7P7,2024/06/25 13:35:34+00,2024/06/25 11:53:39+00,2024/06/25 21:54:59+00,2112097
-82.9705926,42.2405848,319882530,4300232,Pharmacy,Long Term Care Facility,The Village At St. Clair,,,,1800 Talbot Road,,,Windsor,N9A6S4,2024/06/25 13:33:56+00,2024/06/25 11:49:57+00,2024/06/25 21:54:59+00,2112113
-79.5907956,43.5492674,319888103,T0100,Licenced Retirement Home,,Chartwell Regency Retirement Residence,,,,29 Mississauga Road North,,,Mississauga,L5H2H7,2024/06/25 13:35:04+00,2024/06/25 12:03:45+00,2024/06/25 21:54:59+00,2112129
-79.2988756,43.6891424,319885527,8244232,Pharmacy,Retail Pharmacy,Trc Crescent Street Pharmacy,,,,2688 Danforth Ave,,,Toronto,M4C1L7,2024/06/25 13:35:28+00,2024/06/25 11:56:13+00,2024/06/25 21:54:59+00,2112145
-79.7716035,43.6946704,319886179,8969878,Pharmacy,Retail Pharmacy,Shoppers Drug Mart #1353,,,,366 Main Street  N,,,Brampton,L6V1P8,2024/06/25 13:36:58+00,2024/06/25 11:57:37+00,2024/06/25 21:54:59+00,2112161
-79.4559436,43.9503684,319883538,5768270,Pharmacy,Retail Pharmacy,The Organic Compounding Pharma,,,,13237 Yonge Street,B10,,Richmond Hill,L4E3L2,2024/06/25 13:37:18+00,2024/06/25 11:51:56+00,2024/06/25 21:54:59+00,2112177
-79.5732086,43.6532034,319881565,2462150,Pharmacy,Retail Pharmacy,Healthplex Pharmacy,,,,452 Rathburn Road,2,,Etobicoke,M9C3S8,2024/06/25 13:36:03+00,2024/06/25 11:47:51+00,2024/06/25 21:54:59+00,2112193
-80.3544863,43.4043175,319886371,9138275,Pharmacy,Retail Pharmacy,Carerx Hogan,,,,704 Eagle Street  N,B,,Cambridge,N3H1C3,2024/06/25 13:33:28+00,2024/06/25 11:58:20+00,2024/06/25 21:54:59+00,2112209
-83.0179166,42.3211518,319880048,30296,Mental Health and Addiction Organization,Mental Health Services,Mental Health Consumer/Survivor Employment Association of Essex County (MHCSEAEC),,,,1412 Wyandotte Street East,,Administration and Practice Location,Windsor,N9A3K9,2024/06/25 13:34:18+00,2024/06/25 11:44:30+00,2024/06/25 21:54:59+00,2112225
